0 $F,0,"00:00:00","11:49:52","00:00:00","      "
1012 $F,0,"00:00:00","11:49:53","00:00:00","      "
1998 $F,0,"00:00:00","11:49:54","00:00:00","      "
3036 $I,"11:49:55","20 Apr 18"
3037 $I,"11:49:55","20 Apr 18"
3038 $I,"11:49:55","20 Apr 18"
3039 $F,9999,"00:00:00","11:49:55","00:00:00","      "
3040 $B,78,"Juniors men 200 Dobbin 1"
3041 $E,"TRACKNAME","Arena Geisingen"
3041 $E,"TRACKLENGTH","0.200"
3041 $B,78,"Juniors men 200 Dobbin 1"
3042 $E,"TRACKNAME","Arena Geisingen"
3042 $E,"TRACKLENGTH","0.200"
3044 $C,1,"Juniors men"
214256 $H,16,"785",1,"00:00:16.481"
214257 $H,9,"757",1,"00:00:15.412"
214258 $H,5,"741",1,"00:00:14.792"
214259 $H,8,"761",1,"00:00:15.327"
214260 $H,14,"746",1,"00:00:15.812"
214261 $H,15,"804",1,"00:00:16.366"
214262 $H,10,"782",1,"00:00:15.498"
214264 $H,13,"797",1,"00:00:15.793"
214265 $H,6,"754",1,"00:00:14.984"
214265 $H,7,"762",1,"00:00:15.087"
214266 $H,3,"800",1,"00:00:14.728"
214267 $H,11,"717",1,"00:00:15.642"
214268 $H,4,"723",1,"00:00:14.740"
214269 $SP,12,"780",1,"00:00:15.738",45749
214270 $SP,16,"785",1,"00:00:16.481",43686
214271 $SP,9,"757",1,"00:00:15.412",46716
214272 $SP,5,"741",1,"00:00:14.792",48674
214272 $SP,8,"761",1,"00:00:15.327",46975
214273 $SP,14,"746",1,"00:00:15.812",45535
214274 $SP,15,"804",1,"00:00:16.366",43993
214275 $SP,10,"782",1,"00:00:15.498",46457
214276 $SP,13,"797",1,"00:00:15.793",45589
214277 $SP,6,"754",1,"00:00:14.984",48051
214278 $SP,7,"762",1,"00:00:15.087",47723
214279 $SP,3,"800",1,"00:00:14.728",48886
214281 $SP,11,"717",1,"00:00:15.642",46029
214282 $SP,4,"723",1,"00:00:14.740",48846
214994 $F,9999,"00:00:00","11:53:27","00:03:32","Green "
216006 $F,9999,"00:00:00","11:53:28","00:03:33","Green "
216990 $F,9999,"00:00:00","11:53:29","00:03:33","Green "
218017 $F,9999,"00:00:00","11:53:30","00:03:35","Green "
219015 $F,9999,"00:00:00","11:53:31","00:03:36","Green "
220000 $F,9999,"00:00:00","11:53:32","00:03:37","Green "
220239 $J,"766","00:00:00.000","00:03:36.617"
220281 $G,18,"766",,"00:03:36.617"
220282 $SR,18,"766",,"00:00:00",0
220283 $H,18,"766",0,"00:00:00"
220284 $SP,18,"766",0,"00:00:00",0
220593 $G,19,"807",,"00:00:00"
220595 $G,20,"728",,"00:00:00"
220596 $H,30,"728",0,"00:00:00"
220597 $H,19,"714",0,"00:00:00"
220598 $H,56,"765",0,"00:00:00"
220598 $H,41,"743",0,"00:00:00"
220599 $H,53,"759",0,"00:00:00"
220600 $H,31,"730",0,"00:00:00"
220601 $H,28,"726",0,"00:00:00"
220602 $H,36,"736",0,"00:00:00"
220603 $H,42,"744",0,"00:00:00"
220604 $H,29,"727",0,"00:00:00"
220605 $H,37,"737",0,"00:00:00"
220606 $H,51,"756",0,"00:00:00"
220606 $H,32,"731",0,"00:00:00"
220607 $H,39,"739",0,"00:00:00"
220608 $H,43,"745",0,"00:00:00"
220610 $H,38,"738",0,"00:00:00"
220611 $H,25,"722",0,"00:00:00"
220611 $H,52,"758",0,"00:00:00"
220612 $H,40,"740",0,"00:00:00"
220613 $H,33,"732",0,"00:00:00"
220614 $H,22,"718",0,"00:00:00"
220615 $H,21,"716",0,"00:00:00"
220616 $H,27,"725",0,"00:00:00"
220616 $H,35,"735",0,"00:00:00"
220617 $H,49,"753",0,"00:00:00"
220618 $H,45,"749",0,"00:00:00"
220619 $H,26,"724",0,"00:00:00"
220620 $H,47,"751",0,"00:00:00"
220621 $H,20,"715",0,"00:00:00"
220622 $H,46,"750",0,"00:00:00"
220623 $H,44,"747",0,"00:00:00"
220623 $H,54,"760",0,"00:00:00"
220624 $H,55,"763",0,"00:00:00"
220624 $H,24,"721",0,"00:00:00"
220624 $H,23,"720",0,"00:00:00"
220625 $H,48,"752",0,"00:00:00"
220625 $H,34,"734",0,"00:00:00"
220625 $H,50,"755",0,"00:00:00"
220625 $SP,30,"728",0,"00:00:00",0
220625 $SP,19,"714",0,"00:00:00",0
220626 $SP,56,"765",0,"00:00:00",0
220626 $SP,41,"743",0,"00:00:00",0
220626 $SP,53,"759",0,"00:00:00",0
220626 $SP,31,"730",0,"00:00:00",0
220627 $SP,28,"726",0,"00:00:00",0
220627 $SP,36,"736",0,"00:00:00",0
220627 $SP,42,"744",0,"00:00:00",0
220627 $SP,29,"727",0,"00:00:00",0
220627 $SP,37,"737",0,"00:00:00",0
220628 $SP,51,"756",0,"00:00:00",0
220628 $SP,32,"731",0,"00:00:00",0
220628 $SP,39,"739",0,"00:00:00",0
220628 $SP,43,"745",0,"00:00:00",0
220629 $SP,38,"738",0,"00:00:00",0
220629 $SP,25,"722",0,"00:00:00",0
220629 $SP,52,"758",0,"00:00:00",0
220629 $SP,40,"740",0,"00:00:00",0
220629 $SP,33,"732",0,"00:00:00",0
220630 $SP,22,"718",0,"00:00:00",0
220630 $SP,21,"716",0,"00:00:00",0
220630 $SP,27,"725",0,"00:00:00",0
220630 $SP,35,"735",0,"00:00:00",0
220631 $SP,49,"753",0,"00:00:00",0
220631 $SP,45,"749",0,"00:00:00",0
220631 $SP,26,"724",0,"00:00:00",0
220631 $SP,47,"751",0,"00:00:00",0
220631 $SP,20,"715",0,"00:00:00",0
220632 $SP,46,"750",0,"00:00:00",0
220632 $SP,44,"747",0,"00:00:00",0
220632 $SP,54,"760",0,"00:00:00",0
220632 $SP,55,"763",0,"00:00:00",0
220633 $SP,24,"721",0,"00:00:00",0
220633 $SP,23,"720",0,"00:00:00",0
220633 $SP,48,"752",0,"00:00:00",0
220633 $SP,34,"734",0,"00:00:00",0
220634 $SP,50,"755",0,"00:00:00",0
220634 $SR,19,"807",,"00:00:00",0
220634 $SR,20,"728",,"00:00:00",0
220998 $F,9999,"00:00:00","11:53:33","00:03:38","Green "
222010 $F,9999,"00:00:00","11:53:34","00:03:39","Green "
222994 $F,9999,"00:00:00","11:53:35","00:03:40","Green "
223993 $F,9999,"00:00:00","11:53:36","00:03:41","Green "
224073 $J,"733","00:00:15.394","00:03:40.688"
224114 $G,17,"733",1,"00:03:40.688"
224115 $SR,17,"733",1,"00:00:15.394",46771
224115 $H,9,"733",1,"00:00:15.394"
224115 $SP,9,"733",1,"00:00:15.394",46771
224403 $H,13,"780",1,"00:00:15.738"
224447 $H,17,"785",1,"00:00:16.481"
224448 $H,10,"757",1,"00:00:15.412"
224449 $H,15,"746",1,"00:00:15.812"
224450 $H,16,"804",1,"00:00:16.366"
224451 $H,11,"782",1,"00:00:15.498"
224452 $H,14,"797",1,"00:00:15.793"
224453 $H,12,"717",1,"00:00:15.642"
224454 $SP,13,"780",1,"00:00:15.738",45749
224455 $SP,17,"785",1,"00:00:16.481",43686
224456 $SP,10,"757",1,"00:00:15.412",46716
224456 $SP,15,"746",1,"00:00:15.812",45535
224457 $SP,16,"804",1,"00:00:16.366",43993
224458 $SP,11,"782",1,"00:00:15.498",46457
224459 $SP,14,"797",1,"00:00:15.793",45589
224460 $SP,12,"717",1,"00:00:15.642",46029
224994 $F,9999,"00:00:00","11:53:37","00:03:42","Green "
225992 $F,9999,"00:00:00","11:53:38","00:03:43","Green "
226993 $F,9999,"00:00:00","11:53:39","00:03:43","Green "
228008 $F,9999,"00:00:00","11:53:40","00:03:45","Green "
229012 $F,9999,"00:00:00","11:53:41","00:03:46","Green "
230002 $F,9999,"00:00:00","11:53:42","00:03:47","Green "
231002 $F,9999,"00:00:00","11:53:43","00:03:48","Green "
232000 $F,9999,"00:00:00","11:53:44","00:03:49","Green "
232161 $J,"795","00:00:00.000","00:03:48.580"
232203 $G,19,"795",,"00:03:48.580"
232204 $SR,19,"795",,"00:00:00",0
232205 $H,19,"795",0,"00:00:00"
232206 $SP,19,"795",0,"00:00:00",0
232418 $G,20,"807",,"00:00:00"
232419 $G,21,"728",,"00:00:00"
232420 $H,31,"728",0,"00:00:00"
232421 $H,20,"714",0,"00:00:00"
232422 $H,57,"765",0,"00:00:00"
232423 $H,42,"743",0,"00:00:00"
232424 $H,54,"759",0,"00:00:00"
232425 $H,32,"730",0,"00:00:00"
232426 $H,29,"726",0,"00:00:00"
232426 $H,81,"793",0,"00:00:00"
232427 $H,37,"736",0,"00:00:00"
232428 $H,62,"771",0,"00:00:00"
232429 $H,67,"776",0,"00:00:00"
232430 $H,73,"784",0,"00:00:00"
232431 $H,43,"744",0,"00:00:00"
232431 $H,72,"783",0,"00:00:00"
232432 $H,30,"727",0,"00:00:00"
232433 $H,38,"737",0,"00:00:00"
232434 $H,52,"756",0,"00:00:00"
232435 $H,33,"731",0,"00:00:00"
232436 $H,60,"769",0,"00:00:00"
232436 $H,40,"739",0,"00:00:00"
232437 $H,75,"787",0,"00:00:00"
232438 $H,59,"768",0,"00:00:00"
232439 $H,44,"745",0,"00:00:00"
232440 $H,64,"773",0,"00:00:00"
232441 $H,63,"772",0,"00:00:00"
232442 $H,39,"738",0,"00:00:00"
232443 $H,26,"722",0,"00:00:00"
232443 $H,53,"758",0,"00:00:00"
232444 $H,58,"767",0,"00:00:00"
232444 $H,41,"740",0,"00:00:00"
232444 $H,34,"732",0,"00:00:00"
232445 $H,23,"718",0,"00:00:00"
232445 $H,82,"794",0,"00:00:00"
232445 $H,74,"786",0,"00:00:00"
232445 $H,22,"716",0,"00:00:00"
232445 $H,77,"789",0,"00:00:00"
232446 $H,79,"791",0,"00:00:00"
232446 $H,61,"770",0,"00:00:00"
232446 $H,71,"781",0,"00:00:00"
232446 $H,28,"725",0,"00:00:00"
232447 $H,36,"735",0,"00:00:00"
232447 $H,50,"753",0,"00:00:00"
232447 $H,46,"749",0,"00:00:00"
232447 $H,27,"724",0,"00:00:00"
232449 $H,80,"792",0,"00:00:00"
232449 $H,48,"751",0,"00:00:00"
232449 $H,66,"775",0,"00:00:00"
232449 $H,21,"715",0,"00:00:00"
232450 $H,68,"777",0,"00:00:00"
232450 $H,70,"779",0,"00:00:00"
232450 $H,78,"790",0,"00:00:00"
232450 $H,47,"750",0,"00:00:00"
232451 $H,65,"774",0,"00:00:00"
232451 $H,45,"747",0,"00:00:00"
232451 $H,55,"760",0,"00:00:00"
232451 $H,56,"763",0,"00:00:00"
232452 $H,25,"721",0,"00:00:00"
232452 $H,24,"720",0,"00:00:00"
232452 $H,49,"752",0,"00:00:00"
232452 $H,35,"734",0,"00:00:00"
232452 $H,76,"788",0,"00:00:00"
232453 $H,51,"755",0,"00:00:00"
232453 $H,69,"778",0,"00:00:00"
232453 $SP,31,"728",0,"00:00:00",0
232453 $SP,20,"714",0,"00:00:00",0
232454 $SP,57,"765",0,"00:00:00",0
232454 $SP,42,"743",0,"00:00:00",0
232454 $SP,54,"759",0,"00:00:00",0
232454 $SP,32,"730",0,"00:00:00",0
232454 $SP,29,"726",0,"00:00:00",0
232455 $SP,37,"736",0,"00:00:00",0
232455 $SP,62,"771",0,"00:00:00",0
232455 $SP,67,"776",0,"00:00:00",0
232455 $SP,73,"784",0,"00:00:00",0
232456 $SP,43,"744",0,"00:00:00",0
232456 $SP,72,"783",0,"00:00:00",0
232456 $SP,30,"727",0,"00:00:00",0
232456 $SP,38,"737",0,"00:00:00",0
232457 $SP,52,"756",0,"00:00:00",0
232457 $SP,33,"731",0,"00:00:00",0
232457 $SP,60,"769",0,"00:00:00",0
232457 $SP,40,"739",0,"00:00:00",0
232458 $SP,75,"787",0,"00:00:00",0
232458 $SP,59,"768",0,"00:00:00",0
232458 $SP,44,"745",0,"00:00:00",0
232458 $SP,64,"773",0,"00:00:00",0
232459 $SP,63,"772",0,"00:00:00",0
232459 $SP,39,"738",0,"00:00:00",0
232459 $SP,26,"722",0,"00:00:00",0
232459 $SP,53,"758",0,"00:00:00",0
232459 $SP,58,"767",0,"00:00:00",0
232460 $SP,41,"740",0,"00:00:00",0
232460 $SP,34,"732",0,"00:00:00",0
232460 $SP,23,"718",0,"00:00:00",0
232460 $SP,74,"786",0,"00:00:00",0
232461 $SP,22,"716",0,"00:00:00",0
232461 $SP,61,"770",0,"00:00:00",0
232461 $SP,71,"781",0,"00:00:00",0
232461 $SP,28,"725",0,"00:00:00",0
232462 $SP,36,"735",0,"00:00:00",0
232462 $SP,50,"753",0,"00:00:00",0
232462 $SP,46,"749",0,"00:00:00",0
232462 $SP,27,"724",0,"00:00:00",0
232462 $SP,48,"751",0,"00:00:00",0
232463 $SP,66,"775",0,"00:00:00",0
232463 $SP,21,"715",0,"00:00:00",0
232463 $SP,68,"777",0,"00:00:00",0
232463 $SP,70,"779",0,"00:00:00",0
232464 $SP,47,"750",0,"00:00:00",0
232464 $SP,65,"774",0,"00:00:00",0
232464 $SP,45,"747",0,"00:00:00",0
232464 $SP,55,"760",0,"00:00:00",0
232464 $SP,56,"763",0,"00:00:00",0
232465 $SP,25,"721",0,"00:00:00",0
232465 $SP,24,"720",0,"00:00:00",0
232465 $SP,49,"752",0,"00:00:00",0
232466 $SP,35,"734",0,"00:00:00",0
232466 $SP,51,"755",0,"00:00:00",0
232466 $SP,69,"778",0,"00:00:00",0
232466 $SR,20,"807",,"00:00:00",0
232466 $SR,21,"728",,"00:00:00",0
233008 $F,9999,"00:00:00","11:53:45","00:03:50","Green "
233995 $F,9999,"00:00:00","11:53:46","00:03:51","Green "
234990 $F,9999,"00:00:00","11:53:47","00:03:52","Green "
235846 $J,"766","00:00:15.768","00:03:52.385"
235890 $G,18,"766",1,"00:03:52.385"
235892 $SR,18,"766",1,"00:00:15.768",45662
235893 $H,14,"766",1,"00:00:15.768"
235894 $SP,14,"766",1,"00:00:15.768",45662
235993 $F,9999,"00:00:00","11:53:48","00:03:52","Green "
236189 $H,18,"785",1,"00:00:16.481"
236232 $H,16,"746",1,"00:00:15.812"
236236 $H,17,"804",1,"00:00:16.366"
236237 $H,15,"797",1,"00:00:15.793"
236238 $SP,18,"785",1,"00:00:16.481",43686
236239 $SP,16,"746",1,"00:00:15.812",45535
236240 $SP,17,"804",1,"00:00:16.366",43993
236241 $SP,15,"797",1,"00:00:15.793",45589
236985 $F,9999,"00:00:00","11:53:49","00:03:53","Green "
237999 $F,9999,"00:00:00","11:53:50","00:03:55","Green "
238996 $F,9999,"00:00:00","11:53:51","00:03:56","Green "
240000 $F,9999,"00:00:00","11:53:52","00:03:57","Green "
240992 $F,9999,"00:00:00","11:53:53","00:03:58","Green "
241063 $J,"714","00:00:00.000","00:03:57.437"
241104 $G,20,"714",,"00:03:57.437"
241105 $SR,20,"714",,"00:00:00",0
241106 $H,20,"714",0,"00:00:00"
241108 $SP,20,"714",0,"00:00:00",0
241414 $G,21,"807",,"00:00:00"
241456 $G,22,"728",,"00:00:00"
241457 $SR,21,"807",,"00:00:00",0
241459 $SR,22,"728",,"00:00:00",0
241991 $F,9999,"00:00:00","11:53:54","00:03:59","Green "
243000 $F,9999,"00:00:00","11:53:55","00:04:00","Green "
243998 $F,9999,"00:00:00","11:53:56","00:04:01","Green "
244986 $F,9999,"00:00:00","11:53:57","00:04:02","Green "
245984 $F,9999,"00:00:00","11:53:58","00:04:02","Green "
246994 $F,9999,"00:00:00","11:53:59","00:04:04","Green "
247993 $F,9999,"00:00:00","11:54:00","00:04:05","Green "
248995 $F,9999,"00:00:00","11:54:01","00:04:06","Green "
249036 $J,"795","00:00:16.709","00:04:05.289"
249036 $G,19,"795",1,"00:04:05.289"
249037 $SR,19,"795",1,"00:00:16.709",43090
249037 $H,19,"795",1,"00:00:16.709"
249037 $SP,19,"795",1,"00:00:16.709",43090
250002 $F,9999,"00:00:00","11:54:02","00:04:07","Green "
250988 $F,9999,"00:00:00","11:54:03","00:04:08","Green "
251999 $F,9999,"00:00:00","11:54:04","00:04:09","Green "
252997 $F,9999,"00:00:00","11:54:05","00:04:10","Green "
253995 $F,9999,"00:00:00","11:54:06","00:04:11","Green "
254641 $J,"765","00:00:00.000","00:04:10.975"
254683 $G,21,"765",,"00:04:10.975"
254684 $SR,21,"765",,"00:00:00",0
254685 $H,21,"765",0,"00:00:00"
254686 $SP,21,"765",0,"00:00:00",0
254991 $G,22,"807",,"00:00:00"
254992 $G,23,"728",,"00:00:00"
254994 $H,32,"728",0,"00:00:00"
254996 $H,43,"743",0,"00:00:00"
254999 $H,55,"759",0,"00:00:00"
255001 $H,33,"730",0,"00:00:00"
255003 $H,30,"726",0,"00:00:00"
255004 $H,38,"736",0,"00:00:00"
255005 $H,44,"744",0,"00:00:00"
255006 $H,31,"727",0,"00:00:00"
255008 $H,39,"737",0,"00:00:00"
255009 $H,53,"756",0,"00:00:00"
255010 $H,34,"731",0,"00:00:00"
255011 $H,41,"739",0,"00:00:00"
255012 $H,45,"745",0,"00:00:00"
255013 $H,40,"738",0,"00:00:00"
255015 $H,27,"722",0,"00:00:00"
255016 $H,54,"758",0,"00:00:00"
255018 $H,42,"740",0,"00:00:00"
255019 $H,35,"732",0,"00:00:00"
255020 $H,24,"718",0,"00:00:00"
255021 $H,23,"716",0,"00:00:00"
255021 $H,29,"725",0,"00:00:00"
255022 $H,37,"735",0,"00:00:00"
255024 $H,51,"753",0,"00:00:00"
255025 $H,47,"749",0,"00:00:00"
255026 $H,28,"724",0,"00:00:00"
255027 $H,49,"751",0,"00:00:00"
255028 $H,22,"715",0,"00:00:00"
255029 $H,48,"750",0,"00:00:00"
255030 $H,46,"747",0,"00:00:00"
255031 $H,56,"760",0,"00:00:00"
255032 $H,57,"763",0,"00:00:00"
255033 $H,26,"721",0,"00:00:00"
255034 $H,25,"720",0,"00:00:00"
255034 $H,50,"752",0,"00:00:00"
255034 $H,36,"734",0,"00:00:00"
255035 $H,52,"755",0,"00:00:00"
255035 $SP,32,"728",0,"00:00:00",0
255035 $SP,43,"743",0,"00:00:00",0
255035 $SP,55,"759",0,"00:00:00",0
255036 $SP,33,"730",0,"00:00:00",0
255036 $SP,30,"726",0,"00:00:00",0
255036 $SP,38,"736",0,"00:00:00",0
255036 $SP,44,"744",0,"00:00:00",0
255037 $SP,31,"727",0,"00:00:00",0
255037 $SP,39,"737",0,"00:00:00",0
255037 $SP,53,"756",0,"00:00:00",0
255037 $SP,34,"731",0,"00:00:00",0
255038 $SP,41,"739",0,"00:00:00",0
255038 $SP,45,"745",0,"00:00:00",0
255038 $SP,40,"738",0,"00:00:00",0
255038 $SP,27,"722",0,"00:00:00",0
255039 $SP,54,"758",0,"00:00:00",0
255039 $SP,42,"740",0,"00:00:00",0
255039 $SP,35,"732",0,"00:00:00",0
255039 $SP,24,"718",0,"00:00:00",0
255040 $SP,23,"716",0,"00:00:00",0
255040 $SP,29,"725",0,"00:00:00",0
255040 $SP,37,"735",0,"00:00:00",0
255041 $SP,51,"753",0,"00:00:00",0
255041 $SP,47,"749",0,"00:00:00",0
255041 $SP,28,"724",0,"00:00:00",0
255041 $SP,49,"751",0,"00:00:00",0
255042 $SP,22,"715",0,"00:00:00",0
255042 $SP,48,"750",0,"00:00:00",0
255042 $SP,46,"747",0,"00:00:00",0
255042 $SP,56,"760",0,"00:00:00",0
255043 $SP,57,"763",0,"00:00:00",0
255043 $SP,26,"721",0,"00:00:00",0
255043 $SP,25,"720",0,"00:00:00",0
255043 $SP,50,"752",0,"00:00:00",0
255043 $SP,36,"734",0,"00:00:00",0
255044 $SP,52,"755",0,"00:00:00",0
255044 $SR,22,"807",,"00:00:00",0
255044 $SR,23,"728",,"00:00:00",0
255044 $F,9999,"00:00:00","11:54:07","00:04:12","Green "
255979 $F,9999,"00:00:00","11:54:08","00:04:12","Green "
256059 $J,"714","00:00:15.191","00:04:12.628"
256103 $G,20,"714",1,"00:04:12.628"
256104 $SR,20,"714",1,"00:00:15.191",47396
256105 $H,8,"714",1,"00:00:15.191"
256106 $SP,8,"714",1,"00:00:15.191",47396
256203 $F,9999,"00:00:00","11:54:08","00:04:13","Green "
256392 $H,14,"780",1,"00:00:15.738"
256431 $H,19,"785",1,"00:00:16.481"
256432 $H,11,"757",1,"00:00:15.412"
256433 $H,9,"761",1,"00:00:15.327"
256434 $H,17,"746",1,"00:00:15.812"
256435 $H,18,"804",1,"00:00:16.366"
256436 $H,12,"782",1,"00:00:15.498"
256437 $H,16,"797",1,"00:00:15.793"
256438 $H,13,"717",1,"00:00:15.642"
256439 $H,10,"733",1,"00:00:15.394"
256440 $H,15,"766",1,"00:00:15.768"
256441 $H,20,"795",1,"00:00:16.709"
256442 $SP,14,"780",1,"00:00:15.738",45749
256442 $SP,19,"785",1,"00:00:16.481",43686
256443 $SP,11,"757",1,"00:00:15.412",46716
256444 $SP,9,"761",1,"00:00:15.327",46975
256445 $SP,17,"746",1,"00:00:15.812",45535
256446 $SP,18,"804",1,"00:00:16.366",43993
256447 $SP,12,"782",1,"00:00:15.498",46457
256448 $SP,16,"797",1,"00:00:15.793",45589
256448 $SP,13,"717",1,"00:00:15.642",46029
256449 $SP,10,"733",1,"00:00:15.394",46771
256450 $SP,15,"766",1,"00:00:15.768",45662
256451 $SP,20,"795",1,"00:00:16.709",43090
257001 $F,9999,"00:00:00","11:54:09","00:04:14","Green "
258012 $F,9999,"00:00:00","11:54:10","00:04:15","Green "
259013 $F,9999,"00:00:00","11:54:11","00:04:16","Green "
259993 $F,9999,"00:00:00","11:54:12","00:04:17","Green "
260998 $F,9999,"00:00:00","11:54:13","00:04:18","Green "
261991 $F,9999,"00:00:00","11:54:14","00:04:18","Green "
262988 $F,9999,"00:00:00","11:54:15","00:04:19","Green "
263987 $F,9999,"00:00:00","11:54:16","00:04:20","Green "
264410 $J,"743","00:00:00.000","00:04:20.739"
264452 $G,22,"743",,"00:04:20.739"
264453 $SR,22,"743",,"00:00:00",0
264455 $H,22,"743",0,"00:00:00"
264455 $SP,22,"743",0,"00:00:00",0
264801 $G,23,"807",,"00:00:00"
264842 $G,24,"728",,"00:00:00"
264843 $H,33,"728",0,"00:00:00"
264844 $H,34,"730",0,"00:00:00"
264845 $H,31,"726",0,"00:00:00"
264846 $H,39,"736",0,"00:00:00"
264850 $H,32,"727",0,"00:00:00"
264851 $H,40,"737",0,"00:00:00"
264852 $H,35,"731",0,"00:00:00"
264852 $H,42,"739",0,"00:00:00"
264853 $H,41,"738",0,"00:00:00"
264854 $H,28,"722",0,"00:00:00"
264855 $H,43,"740",0,"00:00:00"
264856 $H,36,"732",0,"00:00:00"
264858 $H,25,"718",0,"00:00:00"
264859 $H,24,"716",0,"00:00:00"
264860 $H,30,"725",0,"00:00:00"
264860 $H,38,"735",0,"00:00:00"
264861 $H,29,"724",0,"00:00:00"
264862 $H,23,"715",0,"00:00:00"
264863 $H,27,"721",0,"00:00:00"
264864 $H,26,"720",0,"00:00:00"
264865 $H,37,"734",0,"00:00:00"
264865 $SP,33,"728",0,"00:00:00",0
264866 $SP,34,"730",0,"00:00:00",0
264867 $SP,31,"726",0,"00:00:00",0
264868 $SP,39,"736",0,"00:00:00",0
264869 $SP,32,"727",0,"00:00:00",0
264870 $SP,40,"737",0,"00:00:00",0
264871 $SP,35,"731",0,"00:00:00",0
264872 $SP,42,"739",0,"00:00:00",0
264873 $SP,41,"738",0,"00:00:00",0
264873 $SP,28,"722",0,"00:00:00",0
264874 $SP,43,"740",0,"00:00:00",0
264874 $SP,36,"732",0,"00:00:00",0
264874 $SP,25,"718",0,"00:00:00",0
264874 $SP,24,"716",0,"00:00:00",0
264875 $SP,30,"725",0,"00:00:00",0
264875 $SP,38,"735",0,"00:00:00",0
264875 $SP,29,"724",0,"00:00:00",0
264875 $SP,23,"715",0,"00:00:00",0
264876 $SP,27,"721",0,"00:00:00",0
264876 $SP,26,"720",0,"00:00:00",0
264876 $SP,37,"734",0,"00:00:00",0
264876 $SR,23,"807",,"00:00:00",0
264877 $SR,24,"728",,"00:00:00",0
264983 $F,9999,"00:00:00","11:54:17","00:04:21","Green "
265996 $F,9999,"00:00:00","11:54:18","00:04:22","Green "
266996 $F,9999,"00:00:00","11:54:19","00:04:24","Green "
267996 $F,9999,"00:00:00","11:54:20","00:04:25","Green "
268995 $F,9999,"00:00:00","11:54:21","00:04:25","Green "
270005 $F,9999,"00:00:00","11:54:22","00:04:26","Green "
270129 $J,"765","00:00:15.502","00:04:26.477"
270170 $G,21,"765",1,"00:04:26.477"
270171 $SR,21,"765",1,"00:00:15.502",46445
270171 $H,13,"765",1,"00:00:15.502"
270172 $SP,13,"765",1,"00:00:15.502",46445
270223 $F,9999,"00:00:00","11:54:22","00:04:27","Green "
270393 $H,15,"780",1,"00:00:15.738"
270434 $H,20,"785",1,"00:00:16.481"
270435 $H,18,"746",1,"00:00:15.812"
270436 $H,19,"804",1,"00:00:16.366"
270437 $H,17,"797",1,"00:00:15.793"
270438 $H,14,"717",1,"00:00:15.642"
270440 $H,16,"766",1,"00:00:15.768"
270441 $H,21,"795",1,"00:00:16.709"
270442 $SP,15,"780",1,"00:00:15.738",45749
270443 $SP,20,"785",1,"00:00:16.481",43686
270444 $SP,18,"746",1,"00:00:15.812",45535
270445 $SP,19,"804",1,"00:00:16.366",43993
270446 $SP,17,"797",1,"00:00:15.793",45589
270447 $SP,14,"717",1,"00:00:15.642",46029
270447 $SP,16,"766",1,"00:00:15.768",45662
270449 $SP,21,"795",1,"00:00:16.709",43090
270987 $F,9999,"00:00:00","11:54:23","00:04:27","Green "
271988 $F,9999,"00:00:00","11:54:24","00:04:28","Green "
272994 $F,9999,"00:00:00","11:54:25","00:04:29","Green "
273981 $F,9999,"00:00:00","11:54:26","00:04:30","Green "
274984 $F,9999,"00:00:00","11:54:27","00:04:31","Green "
275029 $J,"759","00:00:00.000","00:04:31.404"
275071 $G,23,"759",,"00:04:31.404"
275072 $SR,23,"759",,"00:00:00",0
275074 $H,23,"759",0,"00:00:00"
275075 $SP,23,"759",0,"00:00:00",0
275399 $G,24,"807",,"00:00:00"
275400 $G,25,"728",,"00:00:00"
275401 $H,34,"728",0,"00:00:00"
275402 $H,35,"730",0,"00:00:00"
275403 $H,32,"726",0,"00:00:00"
275405 $H,40,"736",0,"00:00:00"
275406 $H,45,"744",0,"00:00:00"
275407 $H,33,"727",0,"00:00:00"
275409 $H,41,"737",0,"00:00:00"
275410 $H,54,"756",0,"00:00:00"
275410 $H,36,"731",0,"00:00:00"
275411 $H,43,"739",0,"00:00:00"
275412 $H,46,"745",0,"00:00:00"
275413 $H,42,"738",0,"00:00:00"
275414 $H,29,"722",0,"00:00:00"
275415 $H,55,"758",0,"00:00:00"
275415 $H,44,"740",0,"00:00:00"
275416 $H,37,"732",0,"00:00:00"
275418 $H,26,"718",0,"00:00:00"
275419 $H,25,"716",0,"00:00:00"
275420 $H,31,"725",0,"00:00:00"
275421 $H,39,"735",0,"00:00:00"
275422 $H,52,"753",0,"00:00:00"
275423 $H,48,"749",0,"00:00:00"
275424 $H,30,"724",0,"00:00:00"
275425 $H,50,"751",0,"00:00:00"
275427 $H,24,"715",0,"00:00:00"
275428 $H,49,"750",0,"00:00:00"
275430 $H,47,"747",0,"00:00:00"
275432 $H,28,"721",0,"00:00:00"
275434 $H,27,"720",0,"00:00:00"
275434 $H,51,"752",0,"00:00:00"
275435 $H,38,"734",0,"00:00:00"
275436 $H,53,"755",0,"00:00:00"
275437 $SP,34,"728",0,"00:00:00",0
275438 $SP,35,"730",0,"00:00:00",0
275438 $SP,32,"726",0,"00:00:00",0
275439 $SP,40,"736",0,"00:00:00",0
275439 $SP,45,"744",0,"00:00:00",0
275440 $SP,33,"727",0,"00:00:00",0
275440 $SP,41,"737",0,"00:00:00",0
