0 $F,0,"00:00:00","11:49:52","00:00:00","      "
1012 $F,0,"00:00:00","11:49:53","00:00:00","      "
1998 $F,0,"00:00:00","11:49:54","00:00:00","      "
3036 $I,"11:49:55","20 Apr 18"
3037 $I,"11:49:55","20 Apr 18"
3038 $I,"11:49:55","20 Apr 18"
3039 $F,9999,"00:00:00","11:49:55","00:00:00","      "
3040 $B,78,"Juniors men 200 Dobbin 1"
3041 $E,"TRACKNAME","Arena Geisingen"
3041 $E,"TRACKLENGTH","0.200"
3041 $B,78,"Juniors men 200 Dobbin 1"
3042 $E,"TRACKNAME","Arena Geisingen"
3042 $E,"TRACKLENGTH","0.200"
3044 $C,1,"Juniors men"
544847 $H,29,"797",1,"00:00:15.793"
544848 $H,26,"717",1,"00:00:15.642"
544849 $H,28,"766",1,"00:00:15.768"
544850 $H,35,"795",1,"00:00:16.709"
544852 $H,24,"765",1,"00:00:15.502"
544853 $H,22,"730",1,"00:00:15.479"
544854 $H,31,"726",1,"00:00:15.960"
544855 $H,32,"771",1,"00:00:16.124"
544856 $H,25,"783",1,"00:00:15.566"
544857 $SP,27,"780",1,"00:00:15.738",45749
544858 $SP,34,"785",1,"00:00:16.481",43686
544859 $SP,30,"746",1,"00:00:15.812",45535
544861 $SP,33,"804",1,"00:00:16.366",43993
544862 $SP,23,"782",1,"00:00:15.498",46457
544864 $SP,29,"797",1,"00:00:15.793",45589
544864 $SP,26,"717",1,"00:00:15.642",46029
544865 $SP,28,"766",1,"00:00:15.768",45662
544865 $SP,35,"795",1,"00:00:16.709",43090
544866 $SP,24,"765",1,"00:00:15.502",46445
544866 $SP,22,"730",1,"00:00:15.479",46514
544867 $SP,31,"726",1,"00:00:15.960",45112
544867 $SP,32,"771",1,"00:00:16.124",44653
544868 $SP,25,"783",1,"00:00:15.566",46254
544987 $F,9999,"00:00:00","11:58:57","00:09:01","Green "
545991 $F,9999,"00:00:00","11:58:58","00:09:02","Green "
546996 $F,9999,"00:00:00","11:58:59","00:09:03","Green "
547984 $F,9999,"00:00:00","11:59:00","00:09:04","Green "
548988 $F,9999,"00:00:00","11:59:01","00:09:05","Green "
549983 $F,9999,"00:00:00","11:59:02","00:09:06","Green "
550449 $J,"799","00:00:00.000","00:09:06.761"
550495 $G,37,"799",,"00:09:06.761"
550496 $SR,37,"799",,"00:00:00",0
550497 $H,37,"799",0,"00:00:00"
550498 $SP,37,"799",0,"00:00:00",0
550797 $G,38,"807",,"00:00:00"
550798 $G,39,"728",,"00:00:00"
550800 $H,46,"728",0,"00:00:00"
550801 $H,66,"769",0,"00:00:00"
550802 $H,51,"739",0,"00:00:00"
550803 $H,77,"787",0,"00:00:00"
550804 $H,65,"768",0,"00:00:00"
550806 $H,53,"745",0,"00:00:00"
550807 $H,69,"773",0,"00:00:00"
550808 $H,68,"772",0,"00:00:00"
550810 $H,50,"738",0,"00:00:00"
550811 $H,43,"722",0,"00:00:00"
550813 $H,61,"758",0,"00:00:00"
550814 $H,64,"767",0,"00:00:00"
550815 $H,52,"740",0,"00:00:00"
550816 $H,47,"732",0,"00:00:00"
550817 $H,40,"718",0,"00:00:00"
550818 $H,83,"794",0,"00:00:00"
550819 $H,85,"798",0,"00:00:00"
550820 $H,76,"786",0,"00:00:00"
550821 $H,39,"716",0,"00:00:00"
550822 $H,79,"789",0,"00:00:00"
550823 $H,81,"791",0,"00:00:00"
550824 $H,67,"770",0,"00:00:00"
550825 $H,75,"781",0,"00:00:00"
550826 $H,45,"725",0,"00:00:00"
550827 $H,49,"735",0,"00:00:00"
550829 $H,59,"753",0,"00:00:00"
550830 $H,55,"749",0,"00:00:00"
550830 $H,44,"724",0,"00:00:00"
550831 $H,82,"792",0,"00:00:00"
550832 $H,57,"751",0,"00:00:00"
550833 $H,71,"775",0,"00:00:00"
550833 $H,38,"715",0,"00:00:00"
550835 $H,72,"777",0,"00:00:00"
550836 $H,74,"779",0,"00:00:00"
550836 $H,80,"790",0,"00:00:00"
550836 $H,56,"750",0,"00:00:00"
550836 $H,70,"774",0,"00:00:00"
550837 $H,54,"747",0,"00:00:00"
550837 $H,62,"760",0,"00:00:00"
550837 $H,63,"763",0,"00:00:00"
550838 $H,42,"721",0,"00:00:00"
550838 $H,84,"796",0,"00:00:00"
550838 $H,41,"720",0,"00:00:00"
550838 $H,58,"752",0,"00:00:00"
550839 $H,48,"734",0,"00:00:00"
550839 $H,78,"788",0,"00:00:00"
550839 $H,60,"755",0,"00:00:00"
550839 $H,73,"778",0,"00:00:00"
550840 $SP,46,"728",0,"00:00:00",0
550840 $SP,66,"769",0,"00:00:00",0
550841 $SP,51,"739",0,"00:00:00",0
550841 $SP,65,"768",0,"00:00:00",0
550841 $SP,53,"745",0,"00:00:00",0
550841 $SP,69,"773",0,"00:00:00",0
550842 $SP,68,"772",0,"00:00:00",0
550842 $SP,50,"738",0,"00:00:00",0
550842 $SP,43,"722",0,"00:00:00",0
550843 $SP,61,"758",0,"00:00:00",0
550843 $SP,64,"767",0,"00:00:00",0
550843 $SP,52,"740",0,"00:00:00",0
550843 $SP,47,"732",0,"00:00:00",0
550844 $SP,40,"718",0,"00:00:00",0
550844 $SP,39,"716",0,"00:00:00",0
550844 $SP,67,"770",0,"00:00:00",0
550844 $SP,75,"781",0,"00:00:00",0
550845 $SP,45,"725",0,"00:00:00",0
550845 $SP,49,"735",0,"00:00:00",0
550845 $SP,59,"753",0,"00:00:00",0
550846 $SP,55,"749",0,"00:00:00",0
550846 $SP,44,"724",0,"00:00:00",0
550846 $SP,57,"751",0,"00:00:00",0
550846 $SP,71,"775",0,"00:00:00",0
550847 $SP,38,"715",0,"00:00:00",0
550847 $SP,72,"777",0,"00:00:00",0
550847 $SP,74,"779",0,"00:00:00",0
550847 $SP,56,"750",0,"00:00:00",0
550848 $SP,70,"774",0,"00:00:00",0
550848 $SP,54,"747",0,"00:00:00",0
550848 $SP,62,"760",0,"00:00:00",0
550849 $SP,63,"763",0,"00:00:00",0
550849 $SP,42,"721",0,"00:00:00",0
550849 $SP,41,"720",0,"00:00:00",0
550852 $SP,58,"752",0,"00:00:00",0
550852 $SP,48,"734",0,"00:00:00",0
550853 $SP,60,"755",0,"00:00:00",0
550853 $SP,73,"778",0,"00:00:00",0
550853 $SR,38,"807",,"00:00:00",0
550854 $SR,39,"728",,"00:00:00",0
551008 $F,9999,"00:00:00","11:59:03","00:09:08","Green "
552008 $F,9999,"00:00:00","11:59:04","00:09:09","Green "
553006 $F,9999,"00:00:00","11:59:05","00:09:10","Green "
554004 $F,9999,"00:00:00","11:59:06","00:09:11","Green "
555003 $F,9999,"00:00:00","11:59:07","00:09:11","Green "
556001 $F,9999,"00:00:00","11:59:08","00:09:12","Green "
557000 $F,9999,"00:00:00","11:59:09","00:09:13","Green "
557997 $F,9999,"00:00:00","11:59:10","00:09:14","Green "
558559 $J,"731","00:00:16.875","00:09:14.953"
558600 $G,36,"731",1,"00:09:14.953"
558601 $SR,36,"731",1,"00:00:16.875",42666
558602 $H,36,"731",1,"00:00:16.875"
558603 $SP,36,"731",1,"00:00:16.875",42666
558993 $F,9999,"00:00:00","11:59:11","00:09:15","Green "
559992 $F,9999,"00:00:00","11:59:12","00:09:16","Green "
561005 $F,9999,"00:00:00","11:59:13","00:09:18","Green "
562004 $F,9999,"00:00:00","11:59:14","00:09:19","Green "
562128 $J,"769","00:00:00.000","00:09:18.494"
562171 $G,38,"769",,"00:09:18.494"
562172 $SR,38,"769",,"00:00:00",0
562173 $H,38,"769",0,"00:00:00"
562175 $SP,38,"769",0,"00:00:00",0
562389 $G,39,"807",,"00:00:00"
562391 $G,40,"728",,"00:00:00"
562392 $H,47,"728",0,"00:00:00"
562393 $H,52,"739",0,"00:00:00"
562394 $H,66,"768",0,"00:00:00"
562396 $H,54,"745",0,"00:00:00"
562397 $H,51,"738",0,"00:00:00"
562398 $H,44,"722",0,"00:00:00"
562399 $H,62,"758",0,"00:00:00"
562400 $H,65,"767",0,"00:00:00"
562401 $H,53,"740",0,"00:00:00"
562402 $H,48,"732",0,"00:00:00"
562403 $H,41,"718",0,"00:00:00"
562404 $H,40,"716",0,"00:00:00"
562406 $H,46,"725",0,"00:00:00"
562407 $H,50,"735",0,"00:00:00"
562408 $H,60,"753",0,"00:00:00"
562409 $H,56,"749",0,"00:00:00"
562410 $H,45,"724",0,"00:00:00"
562411 $H,58,"751",0,"00:00:00"
562412 $H,39,"715",0,"00:00:00"
562413 $H,57,"750",0,"00:00:00"
562414 $H,55,"747",0,"00:00:00"
562414 $H,63,"760",0,"00:00:00"
562415 $H,64,"763",0,"00:00:00"
562415 $H,43,"721",0,"00:00:00"
562415 $H,42,"720",0,"00:00:00"
562416 $H,59,"752",0,"00:00:00"
562416 $H,49,"734",0,"00:00:00"
562416 $H,61,"755",0,"00:00:00"
562417 $SP,47,"728",0,"00:00:00",0
562417 $SP,52,"739",0,"00:00:00",0
562417 $SP,66,"768",0,"00:00:00",0
562417 $SP,54,"745",0,"00:00:00",0
562418 $SP,51,"738",0,"00:00:00",0
562418 $SP,44,"722",0,"00:00:00",0
562418 $SP,62,"758",0,"00:00:00",0
562418 $SP,65,"767",0,"00:00:00",0
562419 $SP,53,"740",0,"00:00:00",0
562419 $SP,48,"732",0,"00:00:00",0
562419 $SP,41,"718",0,"00:00:00",0
562420 $SP,40,"716",0,"00:00:00",0
562420 $SP,46,"725",0,"00:00:00",0
562420 $SP,50,"735",0,"00:00:00",0
562420 $SP,60,"753",0,"00:00:00",0
562421 $SP,56,"749",0,"00:00:00",0
562421 $SP,45,"724",0,"00:00:00",0
562421 $SP,58,"751",0,"00:00:00",0
562421 $SP,39,"715",0,"00:00:00",0
562422 $SP,57,"750",0,"00:00:00",0
562422 $SP,55,"747",0,"00:00:00",0
562422 $SP,63,"760",0,"00:00:00",0
562422 $SP,64,"763",0,"00:00:00",0
562423 $SP,43,"721",0,"00:00:00",0
562423 $SP,42,"720",0,"00:00:00",0
562423 $SP,59,"752",0,"00:00:00",0
562424 $SP,49,"734",0,"00:00:00",0
562424 $SP,61,"755",0,"00:00:00",0
562424 $SR,39,"807",,"00:00:00",0
562425 $SR,40,"728",,"00:00:00",0
562985 $F,9999,"00:00:00","11:59:15","00:09:20","Green "
563977 $F,9999,"00:00:00","11:59:16","00:09:21","Green "
564975 $F,9999,"00:00:00","11:59:17","00:09:22","Green "
565017 $J,"799","00:00:14.578","00:09:21.339"
565018 $G,37,"799",1,"00:09:21.339"
565019 $SR,37,"799",1,"00:00:14.578",49389
565020 $H,3,"799",1,"00:00:14.578"
565021 $SP,3,"799",1,"00:00:14.578",49389
565390 $H,28,"780",1,"00:00:15.738"
565391 $H,35,"785",1,"00:00:16.481"
565392 $H,21,"757",1,"00:00:15.412"
565394 $H,8,"741",1,"00:00:14.792"
565395 $H,16,"761",1,"00:00:15.327"
565395 $H,31,"746",1,"00:00:15.812"
565396 $H,34,"804",1,"00:00:16.366"
565397 $H,24,"782",1,"00:00:15.498"
565398 $H,30,"797",1,"00:00:15.793"
565399 $H,10,"754",1,"00:00:14.984"
565400 $H,12,"762",1,"00:00:15.087"
565401 $H,6,"800",1,"00:00:14.728"
565402 $H,27,"717",1,"00:00:15.642"
565403 $H,7,"723",1,"00:00:14.740"
565404 $H,5,"729",1,"00:00:14.700"
565405 $H,20,"733",1,"00:00:15.394"
565407 $H,29,"766",1,"00:00:15.768"
565408 $H,36,"795",1,"00:00:16.709"
565409 $H,15,"714",1,"00:00:15.191"
565410 $H,25,"765",1,"00:00:15.502"
565411 $H,18,"743",1,"00:00:15.376"
565412 $H,23,"730",1,"00:00:15.479"
565413 $H,32,"726",1,"00:00:15.960"
565414 $H,17,"793",1,"00:00:15.365"
565414 $H,19,"736",1,"00:00:15.377"
565415 $H,33,"771",1,"00:00:16.124"
565415 $H,11,"776",1,"00:00:15.081"
565416 $H,14,"784",1,"00:00:15.135"
565416 $H,4,"744",1,"00:00:14.629"
565417 $H,26,"783",1,"00:00:15.566"
565417 $H,13,"727",1,"00:00:15.097"
565418 $H,9,"737",1,"00:00:14.876"
565418 $H,22,"756",1,"00:00:15.455"
565419 $H,37,"731",1,"00:00:16.875"
565419 $SP,28,"780",1,"00:00:15.738",45749
565420 $SP,35,"785",1,"00:00:16.481",43686
565420 $SP,21,"757",1,"00:00:15.412",46716
565421 $SP,8,"741",1,"00:00:14.792",48674
565421 $SP,16,"761",1,"00:00:15.327",46975
565421 $SP,31,"746",1,"00:00:15.812",45535
565422 $SP,34,"804",1,"00:00:16.366",43993
565422 $SP,24,"782",1,"00:00:15.498",46457
565423 $SP,30,"797",1,"00:00:15.793",45589
565423 $SP,10,"754",1,"00:00:14.984",48051
565424 $SP,12,"762",1,"00:00:15.087",47723
565424 $SP,6,"800",1,"00:00:14.728",48886
565425 $SP,27,"717",1,"00:00:15.642",46029
565425 $SP,7,"723",1,"00:00:14.740",48846
565426 $SP,5,"729",1,"00:00:14.700",48979
565426 $SP,20,"733",1,"00:00:15.394",46771
565427 $SP,29,"766",1,"00:00:15.768",45662
565427 $SP,36,"795",1,"00:00:16.709",43090
565428 $SP,15,"714",1,"00:00:15.191",47396
565428 $SP,25,"765",1,"00:00:15.502",46445
565428 $SP,18,"743",1,"00:00:15.376",46826
565429 $SP,23,"730",1,"00:00:15.479",46514
565429 $SP,32,"726",1,"00:00:15.960",45112
565430 $SP,17,"793",1,"00:00:15.365",46859
565430 $SP,19,"736",1,"00:00:15.377",46823
565431 $SP,33,"771",1,"00:00:16.124",44653
565431 $SP,11,"776",1,"00:00:15.081",47742
565432 $SP,14,"784",1,"00:00:15.135",47571
565432 $SP,4,"744",1,"00:00:14.629",49217
565432 $SP,26,"783",1,"00:00:15.566",46254
565433 $SP,13,"727",1,"00:00:15.097",47691
565433 $SP,9,"737",1,"00:00:14.876",48400
565434 $SP,22,"756",1,"00:00:15.455",46586
565434 $SP,37,"731",1,"00:00:16.875",42666
565996 $F,9999,"00:00:00","11:59:18","00:09:22","Green "
566995 $F,9999,"00:00:00","11:59:19","00:09:23","Green "
567987 $F,9999,"00:00:00","11:59:20","00:09:24","Green "
568976 $F,9999,"00:00:00","11:59:21","00:09:25","Green "
569989 $F,9999,"00:00:00","11:59:22","00:09:26","Green "
570836 $J,"739","00:00:00.000","00:09:27.181"
570880 $G,39,"739",,"00:09:27.181"
570881 $SR,39,"739",,"00:00:00",0
570882 $H,39,"739",0,"00:00:00"
570883 $SP,39,"739",0,"00:00:00",0
571004 $F,9999,"00:00:00","11:59:23","00:09:28","Green "
571193 $G,40,"807",,"00:00:00"
571234 $G,41,"728",,"00:00:00"
571235 $H,48,"728",0,"00:00:00"
571236 $H,52,"738",0,"00:00:00"
571237 $H,45,"722",0,"00:00:00"
571238 $H,49,"732",0,"00:00:00"
571239 $H,42,"718",0,"00:00:00"
571240 $H,41,"716",0,"00:00:00"
571241 $H,47,"725",0,"00:00:00"
571242 $H,51,"735",0,"00:00:00"
571243 $H,46,"724",0,"00:00:00"
571244 $H,40,"715",0,"00:00:00"
571245 $H,44,"721",0,"00:00:00"
571246 $H,43,"720",0,"00:00:00"
571247 $H,50,"734",0,"00:00:00"
571248 $SP,48,"728",0,"00:00:00",0
571249 $SP,52,"738",0,"00:00:00",0
571250 $SP,45,"722",0,"00:00:00",0
571251 $SP,49,"732",0,"00:00:00",0
571252 $SP,42,"718",0,"00:00:00",0
571253 $SP,41,"716",0,"00:00:00",0
571254 $SP,47,"725",0,"00:00:00",0
571255 $SP,51,"735",0,"00:00:00",0
571256 $SP,46,"724",0,"00:00:00",0
571258 $SP,40,"715",0,"00:00:00",0
571259 $SP,44,"721",0,"00:00:00",0
571260 $SP,43,"720",0,"00:00:00",0
571261 $SP,50,"734",0,"00:00:00",0
571262 $SR,40,"807",,"00:00:00",0
571263 $SR,41,"728",,"00:00:00",0
571990 $F,9999,"00:00:00","11:59:24","00:09:29","Green "
572990 $F,9999,"00:00:00","11:59:25","00:09:30","Green "
573986 $F,9999,"00:00:00","11:59:26","00:09:31","Green "
574990 $F,9999,"00:00:00","11:59:27","00:09:32","Green "
575995 $F,9999,"00:00:00","11:59:28","00:09:32","Green "
576994 $F,9999,"00:00:00","11:59:29","00:09:33","Green "
577977 $F,9999,"00:00:00","11:59:30","00:09:34","Green "
578028 $J,"769","00:00:15.905","00:09:34.399"
578067 $G,38,"769",1,"00:09:34.399"
578068 $SR,38,"769",1,"00:00:15.905",45268
578069 $H,32,"769",1,"00:00:15.905"
578070 $SP,32,"769",1,"00:00:15.905",45268
578400 $H,36,"785",1,"00:00:16.481"
578441 $H,35,"804",1,"00:00:16.366"
578442 $H,37,"795",1,"00:00:16.709"
578443 $H,33,"726",1,"00:00:15.960"
578444 $H,34,"771",1,"00:00:16.124"
578445 $H,38,"731",1,"00:00:16.875"
578446 $SP,36,"785",1,"00:00:16.481",43686
578447 $SP,35,"804",1,"00:00:16.366",43993
578448 $SP,37,"795",1,"00:00:16.709",43090
578450 $SP,33,"726",1,"00:00:15.960",45112
578451 $SP,34,"771",1,"00:00:16.124",44653
578452 $SP,38,"731",1,"00:00:16.875",42666
578992 $F,9999,"00:00:00","11:59:31","00:09:35","Green "
579991 $F,9999,"00:00:00","11:59:32","00:09:37","Green "
580993 $F,9999,"00:00:00","11:59:33","00:09:38","Green "
581988 $F,9999,"00:00:00","11:59:34","00:09:39","Green "
582082 $J,"787","00:00:00.000","00:09:38.429"
582125 $G,40,"787",,"00:09:38.429"
582127 $SR,40,"787",,"00:00:00",0
582128 $H,40,"787",0,"00:00:00"
582128 $SP,40,"787",0,"00:00:00",0
582392 $G,41,"807",,"00:00:00"
582394 $G,42,"728",,"00:00:00"
582395 $H,49,"728",0,"00:00:00"
582396 $H,67,"768",0,"00:00:00"
582396 $H,55,"745",0,"00:00:00"
582397 $H,70,"773",0,"00:00:00"
582398 $H,69,"772",0,"00:00:00"
582399 $H,53,"738",0,"00:00:00"
582400 $H,46,"722",0,"00:00:00"
582401 $H,63,"758",0,"00:00:00"
582402 $H,66,"767",0,"00:00:00"
582403 $H,54,"740",0,"00:00:00"
582404 $H,50,"732",0,"00:00:00"
582406 $H,43,"718",0,"00:00:00"
582407 $H,77,"786",0,"00:00:00"
582408 $H,42,"716",0,"00:00:00"
582409 $H,68,"770",0,"00:00:00"
582410 $H,76,"781",0,"00:00:00"
582411 $H,48,"725",0,"00:00:00"
582412 $H,52,"735",0,"00:00:00"
582413 $H,61,"753",0,"00:00:00"
582414 $H,57,"749",0,"00:00:00"
582416 $H,47,"724",0,"00:00:00"
582417 $H,59,"751",0,"00:00:00"
582418 $H,72,"775",0,"00:00:00"
582419 $H,41,"715",0,"00:00:00"
582420 $H,73,"777",0,"00:00:00"
582421 $H,75,"779",0,"00:00:00"
582422 $H,58,"750",0,"00:00:00"
582424 $H,71,"774",0,"00:00:00"
582425 $H,56,"747",0,"00:00:00"
582426 $H,64,"760",0,"00:00:00"
582427 $H,65,"763",0,"00:00:00"
582428 $H,45,"721",0,"00:00:00"
582429 $H,44,"720",0,"00:00:00"
582430 $H,60,"752",0,"00:00:00"
582431 $H,51,"734",0,"00:00:00"
582432 $H,62,"755",0,"00:00:00"
582433 $H,74,"778",0,"00:00:00"
582434 $SP,49,"728",0,"00:00:00",0
582435 $SP,67,"768",0,"00:00:00",0
582436 $SP,55,"745",0,"00:00:00",0
582437 $SP,70,"773",0,"00:00:00",0
582438 $SP,69,"772",0,"00:00:00",0
582439 $SP,53,"738",0,"00:00:00",0
582440 $SP,46,"722",0,"00:00:00",0
582441 $SP,63,"758",0,"00:00:00",0
582442 $SP,66,"767",0,"00:00:00",0
582443 $SP,54,"740",0,"00:00:00",0
582444 $SP,50,"732",0,"00:00:00",0
582445 $SP,43,"718",0,"00:00:00",0
582446 $SP,42,"716",0,"00:00:00",0
582447 $SP,68,"770",0,"00:00:00",0
582448 $SP,48,"725",0,"00:00:00",0
582450 $SP,52,"735",0,"00:00:00",0
582451 $SP,61,"753",0,"00:00:00",0
582452 $SP,57,"749",0,"00:00:00",0
582452 $SP,47,"724",0,"00:00:00",0
582453 $SP,59,"751",0,"00:00:00",0
582453 $SP,72,"775",0,"00:00:00",0
582454 $SP,41,"715",0,"00:00:00",0
582454 $SP,73,"777",0,"00:00:00",0
582455 $SP,75,"779",0,"00:00:00",0
582455 $SP,58,"750",0,"00:00:00",0
582455 $SP,71,"774",0,"00:00:00",0
582455 $SP,56,"747",0,"00:00:00",0
582456 $SP,64,"760",0,"00:00:00",0
582456 $SP,65,"763",0,"00:00:00",0
582456 $SP,45,"721",0,"00:00:00",0
582456 $SP,44,"720",0,"00:00:00",0
582457 $SP,60,"752",0,"00:00:00",0
582457 $SP,51,"734",0,"00:00:00",0
582457 $SP,62,"755",0,"00:00:00",0
582458 $SP,74,"778",0,"00:00:00",0
582458 $SR,41,"807",,"00:00:00",0
582458 $SR,42,"728",,"00:00:00",0
582985 $F,9999,"00:00:00","11:59:35","00:09:40","Green "
583981 $F,9999,"00:00:00","11:59:36","00:09:41","Green "
584980 $F,9999,"00:00:00","11:59:37","00:09:42","Green "
585981 $F,9999,"00:00:00","11:59:38","00:09:42","Green "
586514 $J,"739","00:00:15.705","00:09:42.886"
586554 $G,39,"739",1,"00:09:42.886"
586555 $SR,39,"739",1,"00:00:15.705",45845
586556 $H,28,"739",1,"00:00:15.705"
586558 $SP,28,"739",1,"00:00:15.705",45845
586599 $F,9999,"00:00:00","11:59:38","00:09:43","Green "
586786 $H,29,"780",1,"00:00:15.738"
586828 $H,37,"785",1,"00:00:16.481"
586830 $H,32,"746",1,"00:00:15.812"
586831 $H,36,"804",1,"00:00:16.366"
586832 $H,31,"797",1,"00:00:15.793"
586833 $H,30,"766",1,"00:00:15.768"
586834 $H,38,"795",1,"00:00:16.709"
586835 $H,34,"726",1,"00:00:15.960"
586836 $H,35,"771",1,"00:00:16.124"
586837 $H,39,"731",1,"00:00:16.875"
586838 $H,33,"769",1,"00:00:15.905"
586839 $SP,29,"780",1,"00:00:15.738",45749
586841 $SP,37,"785",1,"00:00:16.481",43686
586843 $SP,32,"746",1,"00:00:15.812",45535
586844 $SP,36,"804",1,"00:00:16.366",43993
586845 $SP,31,"797",1,"00:00:15.793",45589
586846 $SP,30,"766",1,"00:00:15.768",45662
586848 $SP,38,"795",1,"00:00:16.709",43090
586849 $SP,34,"726",1,"00:00:15.960",45112
586850 $SP,35,"771",1,"00:00:16.124",44653
586851 $SP,39,"731",1,"00:00:16.875",42666
586852 $SP,33,"769",1,"00:00:15.905",45268
586987 $F,9999,"00:00:00","11:59:39","00:09:43","Green "
587973 $F,9999,"00:00:00","11:59:40","00:09:44","Green "
588974 $F,9999,"00:00:00","11:59:41","00:09:45","Green "
589985 $F,9999,"00:00:00","11:59:42","00:09:47","Green "
590993 $F,9999,"00:00:00","11:59:43","00:09:48","Green "
591454 $J,"768","00:00:00.000","00:09:47.792"
591500 $G,41,"768",,"00:09:47.792"
591503 $SR,41,"768",,"00:00:00",0
591505 $H,41,"768",0,"00:00:00"
591507 $SP,41,"768",0,"00:00:00",0
591792 $G,42,"807",,"00:00:00"
591794 $G,43,"728",,"00:00:00"
591795 $H,50,"728",0,"00:00:00"
591797 $H,56,"745",0,"00:00:00"
591798 $H,54,"738",0,"00:00:00"
591799 $H,47,"722",0,"00:00:00"
591800 $H,64,"758",0,"00:00:00"
591801 $H,67,"767",0,"00:00:00"
591802 $H,55,"740",0,"00:00:00"
591804 $H,51,"732",0,"00:00:00"
591805 $H,44,"718",0,"00:00:00"
591806 $H,43,"716",0,"00:00:00"
591808 $H,49,"725",0,"00:00:00"
591810 $H,53,"735",0,"00:00:00"
591812 $H,62,"753",0,"00:00:00"
591813 $H,58,"749",0,"00:00:00"
591814 $H,48,"724",0,"00:00:00"
591814 $H,60,"751",0,"00:00:00"
591815 $H,42,"715",0,"00:00:00"
591816 $H,59,"750",0,"00:00:00"
591816 $H,57,"747",0,"00:00:00"
591817 $H,65,"760",0,"00:00:00"
591818 $H,66,"763",0,"00:00:00"
591818 $H,46,"721",0,"00:00:00"
591819 $H,45,"720",0,"00:00:00"
591820 $H,61,"752",0,"00:00:00"
591820 $H,52,"734",0,"00:00:00"
591821 $H,63,"755",0,"00:00:00"
591821 $SP,50,"728",0,"00:00:00",0
591822 $SP,56,"745",0,"00:00:00",0
591823 $SP,54,"738",0,"00:00:00",0
591824 $SP,47,"722",0,"00:00:00",0
591825 $SP,64,"758",0,"00:00:00",0
591825 $SP,67,"767",0,"00:00:00",0
591828 $SP,55,"740",0,"00:00:00",0
591829 $SP,51,"732",0,"00:00:00",0
591829 $SP,44,"718",0,"00:00:00",0
591830 $SP,43,"716",0,"00:00:00",0
591830 $SP,49,"725",0,"00:00:00",0
591831 $SP,53,"735",0,"00:00:00",0
591832 $SP,62,"753",0,"00:00:00",0
591833 $SP,58,"749",0,"00:00:00",0
591833 $SP,48,"724",0,"00:00:00",0
591834 $SP,60,"751",0,"00:00:00",0
591835 $SP,42,"715",0,"00:00:00",0
591835 $SP,59,"750",0,"00:00:00",0
591836 $SP,57,"747",0,"00:00:00",0
591837 $SP,65,"760",0,"00:00:00",0
591837 $SP,66,"763",0,"00:00:00",0
591838 $SP,46,"721",0,"00:00:00",0
591839 $SP,45,"720",0,"00:00:00",0
591840 $SP,61,"752",0,"00:00:00",0
591841 $SP,52,"734",0,"00:00:00",0
591841 $SP,63,"755",0,"00:00:00",0
591842 $SR,42,"807",,"00:00:00",0
591842 $SR,43,"728",,"00:00:00",0
591976 $F,9999,"00:00:00","11:59:44","00:09:49","Green "
592977 $F,9999,"00:00:00","11:59:45","00:09:50","Green "
593976 $F,9999,"00:00:00","11:59:46","00:09:51","Green "
594972 $F,9999,"00:00:00","11:59:47","00:09:51","Green "
595984 $F,9999,"00:00:00","11:59:48","00:09:52","Green "
596969 $F,9999,"00:00:00","11:59:49","00:09:53","Green "
597128 $J,"787","00:00:15.120","00:09:53.549"
597168 $G,40,"787",1,"00:09:53.549"
597170 $SR,40,"787",1,"00:00:15.120",47619
597171 $H,14,"787",1,"00:00:15.120"
597173 $SP,14,"787",1,"00:00:15.120",47619
597215 $F,9999,"00:00:00","11:59:49","00:09:54","Green "
597393 $H,30,"780",1,"00:00:15.738"
597394 $H,38,"785",1,"00:00:16.481"
597395 $H,22,"757",1,"00:00:15.412"
597396 $H,17,"761",1,"00:00:15.327"
597397 $H,33,"746",1,"00:00:15.812"
597399 $H,37,"804",1,"00:00:16.366"
597400 $H,25,"782",1,"00:00:15.498"
597401 $H,32,"797",1,"00:00:15.793"
597402 $H,28,"717",1,"00:00:15.642"
597403 $H,21,"733",1,"00:00:15.394"
597404 $H,31,"766",1,"00:00:15.768"
597406 $H,39,"795",1,"00:00:16.709"
597407 $H,16,"714",1,"00:00:15.191"
597409 $H,26,"765",1,"00:00:15.502"
597410 $H,19,"743",1,"00:00:15.376"
597411 $H,24,"730",1,"00:00:15.479"
597412 $H,35,"726",1,"00:00:15.960"
597413 $H,18,"793",1,"00:00:15.365"
597414 $H,20,"736",1,"00:00:15.377"
597415 $H,36,"771",1,"00:00:16.124"
597416 $H,15,"784",1,"00:00:15.135"
597417 $H,27,"783",1,"00:00:15.566"
597418 $H,23,"756",1,"00:00:15.455"
597419 $H,40,"731",1,"00:00:16.875"
597420 $H,34,"769",1,"00:00:15.905"
597422 $H,29,"739",1,"00:00:15.705"
597423 $SP,30,"780",1,"00:00:15.738",45749
597424 $SP,38,"785",1,"00:00:16.481",43686
597425 $SP,22,"757",1,"00:00:15.412",46716
597425 $SP,17,"761",1,"00:00:15.327",46975
597425 $SP,33,"746",1,"00:00:15.812",45535
597426 $SP,37,"804",1,"00:00:16.366",43993
597426 $SP,25,"782",1,"00:00:15.498",46457
